ROWID,Calendar Day,Type of power generation,Monitored capacity,Capacity under long outage,New capacity under stabilization or completion of balance works,Capacity of power generation from prime movers (pm),Capacity of power generation from fuel oil (fo),Capacity of power generation from other sources,Total capacity of power generation from all sources,Capacity outage as percent of monitered,Operational capacity of power generation,Gross sum of maximum power generated,Net sum of maximum power generated,Maximum power output as percentage of capacity on line,Percentage of monitered maximum power output
6058,2020-09-06,Thermal_Gas Liquid,24902.01,8644.0,,392.0,3636.34,10583.62,14611.96,58.68,10290.04,7708.71,7554.54,73.42,30.34
6040,2020-09-07,Thermal_Gas Liquid,24902.01,8644.0,,392.0,3616.34,10718.72,14727.06,59.14,10174.94,7733.92,7579.24,74.49,30.44
9438,2020-09-07,Thermal_Coal Lignite,205942.5,7975.0,4350.0,5484.0,60744.0,2305.0,68533.0,33.28,137409.5,136658.78,124359.49,90.5,60.39
4190,2020-09-07,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5562.05,4922.41,91.16,72.6
675,2020-09-07,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7462,2020-09-07,Hydro,45699.22,3107.45,,2343.7,1938.6,3877.85,8160.15,17.86,37539.07,33847.37,33508.9,89.26,73.32
4191,2020-09-08,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5546.79,4908.91,90.91,72.4
9236,2020-09-08,Thermal_Coal Lignite,205942.5,7975.0,4350.0,5484.0,63974.0,2305.0,71763.0,34.85,134179.5,139637.39,127070.03,94.7,61.7
7421,2020-09-08,Hydro,45699.22,3107.45,,2343.7,1808.6,4123.85,8276.15,18.11,37423.07,32756.76,32429.19,86.66,70.96
676,2020-09-08,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
6047,2020-09-08,Thermal_Gas Liquid,24902.01,8644.0,,392.0,3616.34,10675.72,14684.06,58.97,10217.94,7996.57,7836.64,76.69,31.47
9678,2020-09-09,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6184.0,56679.0,2305.0,65168.0,31.64,140774.5,143201.01,130312.92,92.57,63.28
6051,2020-09-09,Thermal_Gas Liquid,24902.01,8644.0,,392.0,3637.34,10643.72,14673.06,58.92,10228.94,8084.11,7922.43,77.45,31.81
4192,2020-09-09,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5502.47,4869.69,90.18,71.82
7515,2020-09-09,Hydro,45699.22,3094.25,,2330.5,1743.6,3988.85,8062.95,17.64,37636.27,33320.47,32987.26,87.65,72.18
677,2020-09-09,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
678,2020-09-10,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4193,2020-09-10,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5496.52,4864.42,90.08,71.75
6039,2020-09-10,Thermal_Gas Liquid,24902.01,8644.0,,372.0,3647.31,10725.61,14744.92,59.21,10157.08,8467.06,8297.72,81.69,33.32
9740,2020-09-10,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6434.0,54289.0,3105.0,63828.0,30.99,142114.5,143364.34,130461.55,91.8,63.35
7481,2020-09-10,Hydro,45699.22,3094.25,,2080.5,1798.6,4237.35,8116.45,17.76,37582.77,33294.19,32961.25,87.7,72.13
6031,2020-09-11,Thermal_Gas Liquid,24902.01,8644.0,,372.0,3658.27,10756.58,14786.85,59.38,10115.15,8013.06,7852.8,77.63,31.53
9758,2020-09-11,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6684.0,53724.0,3105.0,63513.0,30.84,142429.5,140019.1,127417.38,89.46,61.87
7516,2020-09-11,Hydro,45699.22,3094.25,,2330.5,1728.6,4002.35,8061.45,17.64,37637.77,33472.06,33137.34,88.04,72.51
679,2020-09-11,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4194,2020-09-11,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5498.05,4865.77,90.11,71.77
4195,2020-09-12,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5544.87,4907.21,90.87,72.38
7541,2020-09-12,Hydro,45699.22,3094.25,,2330.5,1628.6,4057.35,8016.45,17.54,37682.77,34033.67,33693.33,89.41,73.73
9604,2020-09-12,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6684.0,55934.0,3705.0,66323.0,32.2,139619.5,139896.49,127305.81,91.18,61.82
6034,2020-09-12,Thermal_Gas Liquid,24902.01,8644.0,,372.0,3658.34,10736.65,14766.99,59.3,10135.01,8314.47,8148.18,80.4,32.72
680,2020-09-12,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
681,2020-09-13,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4196,2020-09-13,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5504.89,4871.83,90.22,71.86
9491,2020-09-13,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6484.0,57774.0,3535.0,67793.0,32.92,138149.5,133921.3,121868.38,88.21,59.18
6033,2020-09-13,Thermal_Gas Liquid,24902.01,8644.0,,372.0,3658.34,10737.72,14768.06,59.3,10133.94,7628.81,7476.23,73.77,30.02
7431,2020-09-13,Hydro,45699.22,3094.25,,2220.5,1891.8,4141.35,8253.65,18.06,37445.57,33265.28,32932.63,87.95,72.06
4197,2020-09-14,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5583.96,4941.8,91.51,72.89
6042,2020-09-14,Thermal_Gas Liquid,24902.01,8644.0,,372.0,3658.34,10693.18,14723.53,59.13,10178.48,7919.04,7760.66,76.25,31.16
9419,2020-09-14,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6484.0,58754.0,3535.0,68773.0,33.39,137169.5,135820.78,123596.91,90.11,60.02
682,2020-09-14,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7474,2020-09-14,Hydro,45699.22,3154.25,,2200.5,1721.8,4210.85,8133.15,17.8,37566.07,33639.26,33302.87,88.65,72.87
6046,2020-09-15,Thermal_Gas Liquid,24902.01,8644.0,,372.0,3658.34,10659.61,14689.96,58.99,10212.05,8398.78,8230.8,80.6,33.05
7568,2020-09-15,Hydro,45699.22,3283.25,,2200.5,1676.8,4052.85,7930.15,17.35,37769.07,33374.71,33040.96,87.48,72.3
683,2020-09-15,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
9534,2020-09-15,Thermal_Coal Lignite,205942.5,7975.0,4350.0,5199.0,59664.0,2520.0,67383.0,32.72,138559.5,139276.63,126741.73,91.47,61.54
4198,2020-09-15,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5535.83,4899.21,90.73,72.26
4199,2020-09-16,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5498.12,4865.84,90.11,71.77
7495,2020-09-16,Hydro,45699.22,3283.25,,1950.5,1653.6,4492.85,8096.95,17.72,37602.27,33784.04,33446.2,88.95,73.19
9648,2020-09-16,Thermal_Coal Lignite,205942.5,7975.0,4350.0,4949.0,58204.0,2520.0,65673.0,31.89,140269.5,137308.69,124950.91,89.08,60.67
6056,2020-09-16,Thermal_Gas Liquid,24902.01,8644.0,,372.0,3762.44,10483.48,14617.92,58.7,10284.08,8669.2,8495.82,82.61,34.12
684,2020-09-16,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7785,2020-09-17,Hydro,45699.22,3283.25,,2200.5,1498.6,3705.35,7404.45,16.2,38294.77,34198.67,33856.68,88.41,74.09
4200,2020-09-17,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5500.0,4867.5,90.14,71.79
9392,2020-09-17,Thermal_Coal Lignite,205942.5,7975.0,4350.0,4949.0,60949.0,3180.0,69078.0,33.54,136864.5,136504.37,124218.98,90.76,60.32
6132,2020-09-17,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3824.41,10473.51,14318.92,57.5,10583.08,8217.95,8053.59,76.1,32.34
685,2020-09-17,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
6160,2020-09-18,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3658.34,10515.05,14194.39,57.0,10707.61,8520.61,8350.2,77.98,33.53
4201,2020-09-18,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5496.59,4864.48,90.08,71.75
9340,2020-09-18,Thermal_Coal Lignite,205942.5,7975.0,4350.0,4949.0,60794.0,4040.0,69783.0,33.88,136159.5,136276.73,124011.82,91.08,60.22
7766,2020-09-18,Hydro,45699.22,3283.25,,2200.5,1577.6,3672.85,7450.95,16.3,38248.27,34570.78,34225.07,89.48,74.89
686,2020-09-18,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7519,2020-09-19,Hydro,45699.22,3283.25,,2200.5,1681.4,4174.85,8056.75,17.63,37642.47,34590.53,34244.62,90.97,74.93
9199,2020-09-19,Thermal_Coal Lignite,205942.5,7975.0,4350.0,4739.0,64104.0,3540.0,72383.0,35.15,133559.5,135147.0,122983.77,92.08,59.72
6152,2020-09-19,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3696.57,10515.05,14232.62,57.15,10669.38,8191.03,8027.21,75.24,32.24
687,2020-09-19,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4202,2020-09-19,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5532.41,4896.18,90.67,72.22
4203,2020-09-20,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5494.36,4862.51,90.05,71.72
9116,2020-09-20,Thermal_Coal Lignite,205942.5,7975.0,4350.0,4644.0,65564.0,3540.0,73748.0,35.81,132194.5,132923.13,120960.05,91.5,58.73
7646,2020-09-20,Hydro,45699.22,3283.25,,1950.5,1680.2,4083.25,7713.95,16.88,37985.27,34387.42,34043.55,89.62,74.49
6156,2020-09-20,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3778.67,10420.91,14220.59,57.11,10681.42,8010.94,7850.72,73.5,31.53
688,2020-09-20,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
9104,2020-09-21,Thermal_Coal Lignite,205942.5,7975.0,4350.0,4844.0,66164.0,2880.0,73888.0,35.88,132054.5,132757.49,120809.31,91.48,58.66
4204,2020-09-21,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5497.2,4865.02,90.09,71.76
6163,2020-09-21,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3778.67,10387.48,14187.16,56.97,10714.85,7954.86,7795.76,72.76,31.31
689,2020-09-21,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7755,2020-09-21,Hydro,45699.22,3283.25,,2200.5,1610.2,3666.25,7476.95,16.36,38222.27,35180.36,34828.56,91.12,76.21
7712,2020-09-22,Hydro,45699.22,3283.25,,2200.5,1520.2,3850.25,7570.95,16.57,38128.27,35087.27,34736.4,91.1,76.01
6116,2020-09-22,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3778.67,10565.38,14365.05,57.69,10536.95,8148.66,7985.69,75.79,32.07
4205,2020-09-22,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5492.7,4861.04,90.02,71.7
9090,2020-09-22,Thermal_Coal Lignite,205942.5,7975.0,4350.0,5504.0,65074.0,3540.0,74118.0,35.99,131824.5,134009.22,121948.39,92.51,59.21
690,2020-09-22,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
6088,2020-09-23,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3855.67,10624.08,14500.75,58.23,10401.25,7949.44,7790.45,74.9,31.28
4206,2020-09-23,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5536.1,4899.45,90.73,72.26
691,2020-09-23,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7687,2020-09-23,Hydro,45699.22,3283.25,,2113.5,1520.2,3987.25,7620.95,16.68,38078.27,34676.4,34329.64,90.16,75.12
9063,2020-09-23,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6004.0,66064.0,2630.0,74698.0,36.27,131244.5,133450.0,121439.5,92.53,58.97
692,2020-09-24,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7633,2020-09-24,Hydro,45699.22,3283.25,,2365.5,1530.2,3872.75,7768.45,17.0,37930.77,35279.04,34926.25,92.08,76.43
6135,2020-09-24,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3740.44,10543.28,14304.72,57.44,10597.28,7093.21,6951.35,65.6,27.91
4207,2020-09-24,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5467.62,4838.84,89.61,71.37
9045,2020-09-24,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6004.0,66179.0,2880.0,75063.0,36.45,130879.5,132907.43,120945.76,92.41,58.73
693,2020-09-25,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
9139,2020-09-25,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6214.0,64359.0,2840.0,73413.0,35.65,132529.5,135569.81,123368.53,93.09,59.9
6068,2020-09-25,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3702.44,10851.91,14575.36,58.53,10326.65,5725.02,5610.52,54.33,22.53
4208,2020-09-25,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5469.0,4840.06,89.63,71.39
7851,2020-09-25,Hydro,45699.22,3283.25,,2370.5,1248.6,3573.75,7192.85,15.74,38506.37,35028.56,34678.27,90.06,75.88
7793,2020-09-26,Hydro,45699.22,3283.25,,2200.5,1272.8,3916.75,7390.05,16.17,38309.17,35248.94,34896.45,91.09,76.36
6065,2020-09-26,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3687.64,10872.91,14581.56,58.56,10320.45,5376.08,5268.56,51.05,21.16
9237,2020-09-26,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6274.0,62419.0,3050.0,71743.0,34.84,134199.5,133461.31,121449.79,90.5,58.97
694,2020-09-26,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4209,2020-09-26,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5496.59,4864.48,90.08,71.75
6069,2020-09-27,Thermal_Gas Liquid,24902.01,8644.0,,21.0,3687.64,10862.95,14571.59,58.52,10330.41,4957.32,4858.17,47.03,19.51
4210,2020-09-27,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5562.56,4922.87,91.16,72.61
695,2020-09-27,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7738,2020-09-27,Hydro,45699.22,3283.25,,2090.5,1272.8,4154.75,7518.05,16.45,38181.17,34790.24,34442.34,90.21,75.37
9252,2020-09-27,Thermal_Coal Lignite,205942.5,7975.0,4350.0,5814.0,62379.0,3270.0,71463.0,34.7,134479.5,132509.83,120583.94,89.67,58.55
4211,2020-09-28,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5560.66,4921.18,91.13,72.58
7758,2020-09-28,Hydro,45699.22,3283.25,,2090.5,1248.6,4134.75,7473.85,16.35,38225.37,34502.3,34157.28,89.36,74.74
9257,2020-09-28,Thermal_Coal Lignite,205942.5,7975.0,4350.0,6234.0,61859.0,3270.0,71363.0,34.65,134579.5,135716.56,123502.07,91.77,59.97
6071,2020-09-28,Thermal_Gas Liquid,24902.01,8644.0,,54.0,3717.54,10783.95,14555.49,58.45,10346.52,5812.92,5696.66,55.06,22.88
696,2020-09-28,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4212,2020-09-29,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5574.51,4933.44,91.36,72.76
7732,2020-09-29,Hydro,45699.22,3283.25,,2233.7,1248.6,4053.75,7536.05,16.49,38163.17,34438.92,34094.53,89.34,74.61
697,2020-09-29,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
6168,2020-09-29,Thermal_Gas Liquid,24902.01,8644.0,,54.0,3687.64,10432.95,14174.59,56.92,10727.41,6711.75,6577.52,61.32,26.41
9214,2020-09-29,Thermal_Coal Lignite,205942.5,8045.0,4350.0,6074.0,62741.5,3270.0,72085.5,35.0,133857.0,136517.84,124231.23,92.81,60.32
4213,2020-09-30,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5549.4,4911.22,90.95,72.44
7731,2020-09-30,Hydro,45699.22,3283.25,,2103.7,1248.6,4184.75,7537.05,16.49,38162.17,33089.37,32758.48,85.84,71.68
9331,2020-09-30,Thermal_Coal Lignite,205942.5,8045.0,4350.0,6074.0,60764.0,3270.0,70108.0,34.04,135834.5,135654.49,123445.59,90.88,59.94
6161,2020-09-30,Thermal_Gas Liquid,24902.01,8644.0,,54.0,3687.64,10448.98,14190.63,56.99,10711.38,6462.3,6333.05,59.12,25.43
698,2020-09-30,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
6105,2020-10-01,Thermal_Gas Liquid,24902.01,8644.0,,193.0,3587.22,10624.87,14405.09,57.85,10496.91,6880.98,6743.36,64.24,27.08
699,2020-10-01,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7661,2020-10-01,Hydro,45699.22,3283.25,,2155.3,1523.6,3993.75,7672.65,16.79,38026.57,33364.45,33030.8,86.86,72.28
4214,2020-10-01,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5543.51,4906.01,90.85,72.36
9429,2020-10-01,Thermal_Coal Lignite,205942.5,8045.0,4350.0,7234.0,57649.0,3785.0,68668.0,33.34,137274.5,134608.61,122493.83,89.23,59.48
4215,2020-10-02,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5539.83,4902.75,90.79,72.31
700,2020-10-02,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
9350,2020-10-02,Thermal_Coal Lignite,205892.5,8045.0,4350.0,7234.0,58689.0,3660.0,69583.0,33.8,136309.5,133529.5,121511.85,89.14,59.02
7672,2020-10-02,Hydro,45699.22,3223.25,,2285.3,1483.6,3878.75,7647.65,16.73,38051.57,32967.71,32638.03,85.77,71.42
6147,2020-10-02,Thermal_Gas Liquid,24902.01,8644.0,,226.0,3508.62,10528.84,14263.46,57.28,10638.55,6898.87,6760.89,63.55,27.15
9232,2020-10-03,Thermal_Coal Lignite,205892.5,8045.0,4350.0,7234.0,60389.0,4200.0,71823.0,34.88,134069.5,135130.06,122968.35,91.72,59.72
4216,2020-10-03,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5525.3,4889.89,90.55,72.12
6084,2020-10-03,Thermal_Gas Liquid,24902.01,8644.0,,226.0,3508.62,10776.34,14510.96,58.27,10391.04,7686.11,7532.39,72.49,30.25
701,2020-10-03,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7507,2020-10-03,Hydro,45699.22,2995.0,,2155.3,1412.27,4511.25,8078.82,17.68,37620.4,31290.9,30977.99,82.34,67.79
6151,2020-10-04,Thermal_Gas Liquid,24902.01,8644.0,,226.0,3483.12,10531.47,14240.59,57.19,10661.42,7190.74,7046.93,66.1,28.3
4217,2020-10-04,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5523.98,4888.72,90.53,72.11
9150,2020-10-04,Thermal_Coal Lignite,205892.5,8045.0,4350.0,6844.0,61884.0,4410.0,73138.0,35.52,132754.5,132264.9,120361.06,90.66,58.46
702,2020-10-04,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7477,2020-10-04,Hydro,45699.22,2995.0,,2155.3,1393.6,4581.25,8130.15,17.79,37569.07,30985.39,30675.54,81.65,67.12
6140,2020-10-05,Thermal_Gas Liquid,24902.01,8644.0,,226.0,3483.12,10584.27,14293.39,57.4,10608.62,7511.72,7361.49,69.39,29.56
4218,2020-10-05,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5527.92,4892.21,90.6,72.16
9096,2020-10-05,Thermal_Coal Lignite,205892.5,8045.0,4350.0,6719.0,63361.5,3870.0,73950.5,35.92,131942.0,136541.12,124252.42,94.17,60.35
703,2020-10-05,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7697,2020-10-05,Hydro,45699.22,3006.25,,2046.55,1522.27,4035.0,7603.82,16.64,38095.4,31037.87,30727.49,80.66,67.24
9416,2020-10-06,Thermal_Coal Lignite,205892.5,8045.0,4350.0,7389.0,56951.5,4410.0,68750.5,33.39,137142.0,138924.43,126421.23,92.18,61.4
4219,2020-10-06,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5522.96,4887.82,90.52,72.09
7790,2020-10-06,Hydro,45699.22,3006.25,,2046.55,1453.6,3898.5,7398.65,16.19,38300.57,31058.92,30748.33,80.28,67.28
6119,2020-10-06,Thermal_Gas Liquid,24902.01,8644.0,,235.97,3483.12,10635.17,14354.25,57.64,10547.76,7169.67,7026.28,66.61,28.22
704,2020-10-06,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
705,2020-10-07,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
9526,2020-10-07,Thermal_Coal Lignite,205892.5,8045.0,4350.0,7379.0,56144.0,3870.0,67393.0,32.73,138499.5,140271.49,127647.05,92.16,62.0
6126,2020-10-07,Thermal_Gas Liquid,24902.01,8644.0,,235.97,3483.12,10625.2,14344.29,57.6,10557.72,7247.79,7102.83,67.28,28.52
4220,2020-10-07,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5528.4,4892.63,90.6,72.16
7780,2020-10-07,Hydro,45699.22,3206.25,,2046.55,1403.6,3963.5,7413.65,16.22,38285.57,31500.05,31185.05,81.45,68.24
4221,2020-10-08,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5541.36,4904.1,90.82,72.33
6041,2020-10-08,Thermal_Gas Liquid,24902.01,8644.0,,235.97,3854.12,10635.17,14725.25,59.13,10176.76,7283.21,7137.55,70.14,28.66
7812,2020-10-08,Hydro,45699.22,3206.25,,2046.55,1418.6,3868.5,7333.65,16.05,38365.57,31834.76,31516.41,82.15,68.96
706,2020-10-08,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
9703,2020-10-08,Thermal_Coal Lignite,205892.5,8045.0,4350.0,7294.0,53524.0,3870.0,64688.0,31.42,141204.5,140380.79,127746.52,90.47,62.05
6102,2020-10-09,Thermal_Gas Liquid,24902.01,8644.0,,235.97,3503.12,10689.87,14428.96,57.94,10473.05,7329.32,7182.73,68.58,28.84
7773,2020-10-09,Hydro,45699.22,3206.25,,2046.55,1403.6,3981.0,7431.15,16.26,38268.07,31310.43,30997.33,81.0,67.83
4222,2020-10-09,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5539.7,4902.63,90.79,72.31
707,2020-10-09,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
9694,2020-10-09,Thermal_Coal Lignite,205892.5,8045.0,4350.0,7294.0,53739.0,3870.0,64903.0,31.52,140989.5,142090.5,129302.36,91.71,62.8
9712,2020-10-10,Thermal_Coal Lignite,205842.5,8045.0,4350.0,7294.0,53834.0,3270.0,64398.0,31.29,141444.5,143883.53,130934.02,92.57,63.61
4223,2020-10-10,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5525.54,4890.1,90.56,72.13
708,2020-10-10,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7760,2020-10-10,Hydro,45699.22,3206.25,,2046.55,1403.6,4022.5,7472.65,16.35,38226.57,29915.92,29616.76,77.48,64.81
6095,2020-10-10,Thermal_Gas Liquid,24902.01,8753.3,,305.61,3503.12,10668.87,14477.61,58.14,10424.4,6915.95,6777.63,65.02,27.22
709,2020-10-11,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4224,2020-10-11,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5527.33,4891.69,90.59,72.15
7776,2020-10-11,Hydro,45699.22,3206.25,,2046.55,1504.4,3870.0,7420.95,16.24,38278.27,29467.04,29172.37,76.21,63.84
9587,2020-10-11,Thermal_Coal Lignite,205842.5,8045.0,4350.0,6574.0,57479.0,2470.0,66523.0,32.32,139319.5,131863.6,119995.88,86.13,58.29
6094,2020-10-11,Thermal_Gas Liquid,24902.01,8753.3,,305.62,3503.12,10668.87,14477.6,58.14,10424.4,7077.92,6936.36,66.54,27.85
4225,2020-10-12,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5525.66,4890.21,90.56,72.13
6099,2020-10-12,Thermal_Gas Liquid,24902.01,8753.3,,305.62,3483.12,10658.9,14447.64,58.02,10454.37,7135.93,6993.21,66.89,28.08
710,2020-10-12,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7835,2020-10-12,Hydro,45699.22,3206.25,,2046.55,1624.4,3603.0,7273.95,15.92,38425.27,30404.48,30100.44,78.33,65.87
9607,2020-10-12,Thermal_Coal Lignite,205842.5,8045.0,4350.0,5364.0,58129.0,2680.0,66173.0,32.15,139669.5,140414.5,127777.19,91.49,62.08
7683,2020-10-13,Hydro,45699.22,3206.25,,2106.55,1594.4,3928.0,7628.95,16.69,38070.27,30576.18,30270.42,79.51,66.24
4226,2020-10-13,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5531.2,4895.11,90.65,72.2
711,2020-10-13,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
6076,2020-10-13,Thermal_Gas Liquid,24902.01,8753.3,,305.62,3503.12,10725.9,14534.64,58.37,10367.37,7242.05,7097.21,68.46,28.5
9629,2020-10-13,Thermal_Coal Lignite,205842.5,8045.0,4350.0,5114.0,58334.0,2470.0,65918.0,32.02,139924.5,139378.4,126834.35,90.64,61.62
7635,2020-10-14,Hydro,45699.22,3018.25,,2106.55,1743.6,3910.0,7760.15,16.98,37939.07,30833.94,30525.6,80.46,66.8
6072,2020-10-14,Thermal_Gas Liquid,24902.01,8753.3,,305.62,3503.12,10735.3,14544.03,58.41,10357.97,7180.74,7037.13,67.94,28.26
9284,2020-10-14,Thermal_Coal Lignite,205842.5,8045.0,4350.0,5114.0,62499.0,3070.0,70683.0,34.34,135159.5,137353.87,124992.03,92.48,60.72
4227,2020-10-14,Nuclear,6780.0,320.0,,320.0,1060.0,0.0,1380.0,20.35,5400.0,5530.65,4894.63,90.64,72.19
712,2020-10-14,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7673,2020-10-15,Hydro,45699.22,3018.25,,2256.55,1370.6,4019.4,7646.55,16.73,38052.67,29940.21,29640.81,77.89,64.86
